id	chrom	len	cumul
scaff_group_007	CAKOES020000209.1	40001	13867217
scaff_group_007	CAKOES020000210.1	39960	13907177
scaff_group_007	CAKOES020000211.1	39802	13946979
scaff_group_007	CAKOES020000212.1	39697	13986676
scaff_group_008	CAKOES020000213.1	39693	14026369
scaff_group_008	CAKOES020000214.1	39590	14065959
scaff_group_008	CAKOES020000215.1	39354	14105313
scaff_group_008	CAKOES020000216.1	39214	14144527
scaff_group_008	CAKOES020000217.1	39158	14183685
scaff_group_008	CAKOES020000218.1	39156	14222841
scaff_group_008	CAKOES020000219.1	38946	14261787
scaff_group_008	CAKOES020000220.1	38685	14300472
scaff_group_008	CAKOES020000221.1	38566	14339038
scaff_group_008	CAKOES020000222.1	38512	14377550
scaff_group_008	CAKOES020000223.1	38497	14416047
scaff_group_008	CAKOES020000224.1	38456	14454503
scaff_group_008	CAKOES020000225.1	38380	14492883
scaff_group_008	CAKOES020000226.1	38339	14531222
scaff_group_008	CAKOES020000227.1	38028	14569250
scaff_group_008	CAKOES020000228.1	37989	14607239
scaff_group_008	CAKOES020000229.1	37887	14645126
scaff_group_008	CAKOES020000230.1	37874	14683000
scaff_group_008	CAKOES020000231.1	37780	14720780
scaff_group_008	CAKOES020000232.1	37757	14758537
scaff_group_008	CAKOES020000233.1	37725	14796262
scaff_group_008	CAKOES020000234.1	37677	14833939
scaff_group_008	CAKOES020000235.1	37656	14871595
scaff_group_008	CAKOES020000236.1	37490	14909085
scaff_group_008	CAKOES020000237.1	37405	14946490
scaff_group_008	CAKOES020000238.1	37265	14983755
scaff_group_008	CAKOES020000239.1	37177	15020932
scaff_group_008	CAKOES020000240.1	37119	15058051
scaff_group_008	CAKOES020000241.1	37110	15095161
scaff_group_008	CAKOES020000242.1	36963	15132124
scaff_group_008	CAKOES020000243.1	36843	15168967
scaff_group_008	CAKOES020000244.1	36678	15205645
scaff_group_008	CAKOES020000245.1	36487	15242132
scaff_group_008	CAKOES020000246.1	36459	15278591
scaff_group_008	CAKOES020000247.1	36387	15314978
scaff_group_008	CAKOES020000248.1	36362	15351340
scaff_group_008	CAKOES020000249.1	36256	15387596
scaff_group_008	CAKOES020000250.1	36192	15423788
scaff_group_008	CAKOES020000251.1	36125	15459913
scaff_group_008	CAKOES020000252.1	36090	15496003
scaff_group_008	CAKOES020000253.1	35852	15531855
scaff_group_008	CAKOES020000254.1	35804	15567659
scaff_group_008	CAKOES020000255.1	35755	15603414
scaff_group_008	CAKOES020000256.1	35672	15639086
scaff_group_008	CAKOES020000257.1	35662	15674748
scaff_group_008	CAKOES020000258.1	35581	15710329
scaff_group_008	CAKOES020000259.1	35574	15745903
scaff_group_008	CAKOES020000260.1	35555	15781458
scaff_group_008	CAKOES020000261.1	35522	15816980
scaff_group_008	CAKOES020000262.1	35405	15852385
scaff_group_008	CAKOES020000263.1	35363	15887748
scaff_group_008	CAKOES020000264.1	35357	15923105
scaff_group_008	CAKOES020000265.1	35357	15958462
scaff_group_008	CAKOES020000266.1	35349	15993811
scaff_group_009	CAKOES020000267.1	35232	16029043
scaff_group_009	CAKOES020000268.1	35181	16064224
scaff_group_009	CAKOES020000269.1	35152	16099376
scaff_group_009	CAKOES020000270.1	35045	16134421
scaff_group_009	CAKOES020000271.1	34918	16169339
scaff_group_009	CAKOES020000272.1	34851	16204190
scaff_group_009	CAKOES020000273.1	34812	16239002
scaff_group_009	CAKOES020000274.1	34810	16273812
scaff_group_009	CAKOES020000275.1	34755	16308567
scaff_group_009	CAKOES020000276.1	34676	16343243
scaff_group_009	CAKOES020000277.1	34654	16377897
scaff_group_009	CAKOES020000278.1	34613	16412510
scaff_group_009	CAKOES020000279.1	34576	16447086
scaff_group_009	CAKOES020000280.1	34568	16481654
scaff_group_009	CAKOES020000281.1	34550	16516204
scaff_group_009	CAKOES020000282.1	34540	16550744
scaff_group_009	CAKOES020000283.1	34371	16585115
scaff_group_009	CAKOES020000284.1	34076	16619191
scaff_group_009	CAKOES020000285.1	34044	16653235
scaff_group_009	CAKOES020000286.1	33954	16687189
scaff_group_009	CAKOES020000287.1	33940	16721129
scaff_group_009	CAKOES020000288.1	33865	16754994
scaff_group_009	CAKOES020000289.1	33799	16788793
scaff_group_009	CAKOES020000290.1	33762	16822555
scaff_group_009	CAKOES020000291.1	33762	16856317
scaff_group_009	CAKOES020000292.1	33687	16890004
scaff_group_009	CAKOES020000293.1	33662	16923666
scaff_group_009	CAKOES020000294.1	33598	16957264
scaff_group_009	CAKOES020000295.1	33577	16990841
scaff_group_009	CAKOES020000296.1	33575	17024416
scaff_group_009	CAKOES020000297.1	33522	17057938
scaff_group_009	CAKOES020000298.1	33516	17091454
scaff_group_009	CAKOES020000299.1	33500	17124954
scaff_group_009	CAKOES020000300.1	33466	17158420
scaff_group_009	CAKOES020000301.1	33440	17191860
scaff_group_009	CAKOES020000302.1	33436	17225296
scaff_group_009	CAKOES020000303.1	33424	17258720
scaff_group_009	CAKOES020000304.1	33413	17292133
scaff_group_009	CAKOES020000305.1	33369	17325502
scaff_group_009	CAKOES020000306.1	33240	17358742
scaff_group_009	CAKOES020000307.1	33230	17391972
scaff_group_009	CAKOES020000308.1	33185	17425157
scaff_group_009	CAKOES020000309.1	33179	17458336
scaff_group_009	CAKOES020000310.1	33150	17491486
scaff_group_009	CAKOES020000311.1	33120	17524606
scaff_group_009	CAKOES020000312.1	33054	17557660
scaff_group_009	CAKOES020000313.1	33017	17590677
scaff_group_009	CAKOES020000314.1	32785	17623462
scaff_group_009	CAKOES020000315.1	32725	17656187
scaff_group_009	CAKOES020000316.1	32703	17688890
scaff_group_009	CAKOES020000317.1	32656	17721546
scaff_group_009	CAKOES020000318.1	32607	17754153
scaff_group_009	CAKOES020000319.1	32494	17786647
scaff_group_009	CAKOES020000320.1	32464	17819111
scaff_group_009	CAKOES020000321.1	32436	17851547
scaff_group_009	CAKOES020000322.1	32373	17883920
scaff_group_009	CAKOES020000323.1	32322	17916242
scaff_group_009	CAKOES020000324.1	32305	17948547
scaff_group_009	CAKOES020000325.1	32264	17980811
scaff_group_010	CAKOES020000326.1	32134	18012945
scaff_group_010	CAKOES020000327.1	32069	18045014
scaff_group_010	CAKOES020000328.1	32035	18077049
scaff_group_010	CAKOES020000329.1	32027	18109076
scaff_group_010	CAKOES020000330.1	31902	18140978
scaff_group_010	CAKOES020000331.1	31899	18172877
scaff_group_010	CAKOES020000332.1	31852	18204729
scaff_group_010	CAKOES020000333.1	31744	18236473
scaff_group_010	CAKOES020000334.1	31738	18268211
scaff_group_010	CAKOES020000335.1	31716	18299927
scaff_group_010	CAKOES020000336.1	31613	18331540
scaff_group_010	CAKOES020000337.1	31540	18363080
scaff_group_010	CAKOES020000338.1	31525	18394605
scaff_group_010	CAKOES020000339.1	31506	18426111
scaff_group_010	CAKOES020000340.1	31503	18457614
scaff_group_010	CAKOES020000341.1	31478	18489092
scaff_group_010	CAKOES020000342.1	31470	18520562
scaff_group_010	CAKOES020000343.1	31390	18551952
scaff_group_010	CAKOES020000344.1	31358	18583310
scaff_group_010	CAKOES020000345.1	31357	18614667
scaff_group_010	CAKOES020000346.1	31356	18646023
scaff_group_010	CAKOES020000347.1	31279	18677302
scaff_group_010	CAKOES020000348.1	31275	18708577
scaff_group_010	CAKOES020000349.1	31179	18739756
scaff_group_010	CAKOES020000350.1	31089	18770845
scaff_group_010	CAKOES020000351.1	31038	18801883
scaff_group_010	CAKOES020000352.1	31025	18832908
scaff_group_010	CAKOES020000353.1	30915	18863823
scaff_group_010	CAKOES020000354.1	30895	18894718
scaff_group_010	CAKOES020000355.1	30819	18925537
scaff_group_010	CAKOES020000356.1	30798	18956335
scaff_group_010	CAKOES020000357.1	30791	18987126
scaff_group_010	CAKOES020000358.1	30776	19017902
scaff_group_010	CAKOES020000359.1	30772	19048674
scaff_group_010	CAKOES020000360.1	30767	19079441
scaff_group_010	CAKOES020000361.1	30755	19110196
scaff_group_010	CAKOES020000362.1	30746	19140942
scaff_group_010	CAKOES020000363.1	30733	19171675
scaff_group_010	CAKOES020000364.1	30712	19202387
scaff_group_010	CAKOES020000365.1	30688	19233075
scaff_group_010	CAKOES020000366.1	30679	19263754
scaff_group_010	CAKOES020000367.1	30679	19294433
scaff_group_010	CAKOES020000368.1	30673	19325106
scaff_group_010	CAKOES020000369.1	30633	19355739
scaff_group_010	CAKOES020000370.1	30626	19386365
scaff_group_010	CAKOES020000371.1	30559	19416924
scaff_group_010	CAKOES020000372.1	30546	19447470
scaff_group_010	CAKOES020000373.1	30523	19477993
scaff_group_010	CAKOES020000374.1	30457	19508450
scaff_group_010	CAKOES020000375.1	30438	19538888
scaff_group_010	CAKOES020000376.1	30428	19569316
scaff_group_010	CAKOES020000377.1	30423	19599739
scaff_group_010	CAKOES020000378.1	30417	19630156
scaff_group_010	CAKOES020000379.1	30405	19660561
scaff_group_010	CAKOES020000380.1	30385	19690946
scaff_group_010	CAKOES020000381.1	30376	19721322
scaff_group_010	CAKOES020000382.1	30376	19751698
scaff_group_010	CAKOES020000383.1	30308	19782006
scaff_group_010	CAKOES020000384.1	30307	19812313
scaff_group_010	CAKOES020000385.1	30294	19842607
scaff_group_010	CAKOES020000386.1	30267	19872874
scaff_group_010	CAKOES020000387.1	30227	19903101
scaff_group_010	CAKOES020000388.1	30161	19933262
scaff_group_010	CAKOES020000389.1	30152	19963414
scaff_group_010	CAKOES020000390.1	30044	19993458
scaff_group_011	CAKOES020000391.1	30017	20023475
scaff_group_011	CAKOES020000392.1	30000	20053475
scaff_group_011	CAKOES020000393.1	29969	20083444
scaff_group_011	CAKOES020000394.1	29951	20113395
scaff_group_011	CAKOES020000395.1	29869	20143264
scaff_group_011	CAKOES020000396.1	29800	20173064
scaff_group_011	CAKOES020000397.1	29796	20202860
scaff_group_011	CAKOES020000398.1	29791	20232651
scaff_group_011	CAKOES020000399.1	29778	20262429
scaff_group_011	CAKOES020000400.1	29716	20292145
scaff_group_011	CAKOES020000401.1	29686	20321831
scaff_group_011	CAKOES020000402.1	29559	20351390
scaff_group_011	CAKOES020000403.1	29522	20380912
scaff_group_011	CAKOES020000404.1	29521	20410433
scaff_group_011	CAKOES020000405.1	29489	20439922
scaff_group_011	CAKOES020000406.1	29479	20469401
scaff_group_011	CAKOES020000407.1	29429	20498830
scaff_group_011	CAKOES020000408.1	29421	20528251
scaff_group_011	CAKOES020000409.1	29376	20557627
scaff_group_011	CAKOES020000410.1	29287	20586914
scaff_group_011	CAKOES020000411.1	29228	20616142
scaff_group_011	CAKOES020000412.1	29181	20645323
scaff_group_011	CAKOES020000413.1	29069	20674392
scaff_group_011	CAKOES020000414.1	29053	20703445
scaff_group_011	CAKOES020000415.1	29010	20732455
scaff_group_011	CAKOES020000416.1	28980	20761435
scaff_group_011	CAKOES020000417.1	28919	20790354
scaff_group_011	CAKOES020000418.1	28853	20819207
scaff_group_011	CAKOES020000419.1	28781	20847988
scaff_group_011	CAKOES020000420.1	28776	20876764
scaff_group_011	CAKOES020000421.1	28771	20905535
scaff_group_011	CAKOES020000422.1	28746	20934281
scaff_group_011	CAKOES020000423.1	28728	20963009
scaff_group_011	CAKOES020000424.1	28717	20991726
scaff_group_011	CAKOES020000425.1	28602	21020328
scaff_group_011	CAKOES020000426.1	28561	21048889
scaff_group_011	CAKOES020000427.1	28524	21077413
scaff_group_011	CAKOES020000428.1	28493	21105906
scaff_group_011	CAKOES020000429.1	28436	21134342
scaff_group_011	CAKOES020000430.1	28406	21162748
scaff_group_011	CAKOES020000431.1	28375	21191123
scaff_group_011	CAKOES020000432.1	28317	21219440
scaff_group_011	CAKOES020000433.1	28228	21247668
scaff_group_011	CAKOES020000434.1	28205	21275873
scaff_group_011	CAKOES020000435.1	28122	21303995
scaff_group_011	CAKOES020000436.1	28120	21332115
scaff_group_011	CAKOES020000437.1	28075	21360190
scaff_group_011	CAKOES020000438.1	27983	21388173
scaff_group_011	CAKOES020000439.1	27976	21416149
scaff_group_011	CAKOES020000440.1	27950	21444099
scaff_group_011	CAKOES020000441.1	27925	21472024
scaff_group_011	CAKOES020000442.1	27722	21499746
scaff_group_011	CAKOES020000443.1	27707	21527453
scaff_group_011	CAKOES020000444.1	27700	21555153
scaff_group_011	CAKOES020000445.1	27699	21582852
scaff_group_011	CAKOES020000446.1	27663	21610515
scaff_group_011	CAKOES020000447.1	27633	21638148
scaff_group_011	CAKOES020000448.1	27612	21665760
scaff_group_011	CAKOES020000449.1	27562	21693322
scaff_group_011	CAKOES020000450.1	27552	21720874
scaff_group_011	CAKOES020000451.1	27512	21748386
scaff_group_011	CAKOES020000452.1	27382	21775768
scaff_group_011	CAKOES020000453.1	27317	21803085
scaff_group_011	CAKOES020000454.1	27274	21830359
scaff_group_011	CAKOES020000455.1	27251	21857610
scaff_group_011	CAKOES020000456.1	27250	21884860
scaff_group_011	CAKOES020000457.1	27235	21912095
scaff_group_011	CAKOES020000458.1	27151	21939246
scaff_group_011	CAKOES020000459.1	27043	21966289
scaff_group_011	CAKOES020000460.1	27034	21993323
scaff_group_012	CAKOES020000461.1	27031	22020354
scaff_group_012	CAKOES020000462.1	27011	22047365
scaff_group_012	CAKOES020000463.1	26987	22074352
scaff_group_012	CAKOES020000464.1	26985	22101337
scaff_group_012	CAKOES020000465.1	26967	22128304
scaff_group_012	CAKOES020000466.1	26961	22155265
scaff_group_012	CAKOES020000467.1	26939	22182204
scaff_group_012	CAKOES020000468.1	26915	22209119
scaff_group_012	CAKOES020000469.1	26910	22236029
scaff_group_012	CAKOES020000470.1	26798	22262827
scaff_group_012	CAKOES020000471.1	26750	22289577
scaff_group_012	CAKOES020000472.1	26720	22316297
scaff_group_012	CAKOES020000473.1	26716	22343013
scaff_group_012	CAKOES020000474.1	26695	22369708
scaff_group_012	CAKOES020000475.1	26673	22396381
scaff_group_012	CAKOES020000476.1	26668	22423049
scaff_group_012	CAKOES020000477.1	26666	22449715
scaff_group_012	CAKOES020000478.1	26645	22476360
scaff_group_012	CAKOES020000479.1	26637	22502997
scaff_group_012	CAKOES020000480.1	26600	22529597
scaff_group_012	CAKOES020000481.1	26578	22556175
scaff_group_012	CAKOES020000482.1	26557	22582732
scaff_group_012	CAKOES020000483.1	26554	22609286
scaff_group_012	CAKOES020000484.1	26519	22635805
scaff_group_012	CAKOES020000485.1	26515	22662320
scaff_group_012	CAKOES020000486.1	26485	22688805
scaff_group_012	CAKOES020000487.1	26480	22715285
scaff_group_012	CAKOES020000488.1	26473	22741758
scaff_group_012	CAKOES020000489.1	26468	22768226
scaff_group_012	CAKOES020000490.1	26438	22794664
scaff_group_012	CAKOES020000491.1	26368	22821032
scaff_group_012	CAKOES020000492.1	26362	22847394
scaff_group_012	CAKOES020000493.1	26352	22873746
scaff_group_012	CAKOES020000494.1	26350	22900096
scaff_group_012	CAKOES020000495.1	26307	22926403
scaff_group_012	CAKOES020000496.1	26251	22952654
scaff_group_012	CAKOES020000497.1	26244	22978898
scaff_group_012	CAKOES020000498.1	26227	23005125
scaff_group_012	CAKOES020000499.1	26164	23031289
scaff_group_012	CAKOES020000500.1	26086	23057375
scaff_group_012	CAKOES020000501.1	26037	23083412
scaff_group_012	CAKOES020000502.1	26003	23109415
scaff_group_012	CAKOES020000503.1	25875	23135290
scaff_group_012	CAKOES020000504.1	25863	23161153
scaff_group_012	CAKOES020000505.1	25812	23186965
scaff_group_012	CAKOES020000506.1	25810	23212775
scaff_group_012	CAKOES020000507.1	25785	23238560
scaff_group_012	CAKOES020000508.1	25634	23264194
scaff_group_012	CAKOES020000509.1	25611	23289805
scaff_group_012	CAKOES020000510.1	25550	23315355
scaff_group_012	CAKOES020000511.1	25498	23340853
scaff_group_012	CAKOES020000512.1	25425	23366278
scaff_group_012	CAKOES020000513.1	25406	23391684
scaff_group_012	CAKOES020000514.1	25399	23417083
scaff_group_012	CAKOES020000515.1	25389	23442472
scaff_group_012	CAKOES020000516.1	25348	23467820
scaff_group_012	CAKOES020000517.1	25266	23493086
scaff_group_012	CAKOES020000518.1	25255	23518341
scaff_group_012	CAKOES020000519.1	25239	23543580
scaff_group_012	CAKOES020000520.1	25207	23568787
scaff_group_012	CAKOES020000521.1	25196	23593983
scaff_group_012	CAKOES020000522.1	25146	23619129
scaff_group_012	CAKOES020000523.1	25114	23644243
scaff_group_012	CAKOES020000524.1	25089	23669332
scaff_group_012	CAKOES020000525.1	25012	23694344
scaff_group_012	CAKOES020000526.1	24972	23719316
scaff_group_012	CAKOES020000527.1	24960	23744276
scaff_group_012	CAKOES020000528.1	24953	23769229
scaff_group_012	CAKOES020000529.1	24798	23794027
scaff_group_012	CAKOES020000530.1	24791	23818818
scaff_group_012	CAKOES020000531.1	24776	23843594
scaff_group_012	CAKOES020000532.1	24737	23868331
scaff_group_012	CAKOES020000533.1	24597	23892928
scaff_group_012	CAKOES020000534.1	24597	23917525
scaff_group_012	CAKOES020000535.1	24559	23942084
scaff_group_012	CAKOES020000536.1	24546	23966630
scaff_group_012	CAKOES020000537.1	24524	23991154
